year,sex,hindfoot_length,weight,genus,species,taxa,plot_type
1990,M,37.0,49.0,Dipodomys,merriami,Rodent,Control
1987,F,,38.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1991,M,37.0,56.0,Dipodomys,ordii,Rodent,Spectab exclosure
1995,not reported,,,Campylorhynchus,brunneicapillus,Bird,Control
2000,not reported,,,Neotoma,albigula,Rodent,Control
1997,F,16.0,9.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1995,M,34.0,50.0,Dipodomys,ordii,Rodent,Spectab exclosure
1997,M,21.0,22.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure
1998,F,21.0,23.0,Chaetodipus,penicillatus,Rodent,Control
1985,F,37.0,33.0,Dipodomys,merriami,Rodent,Control
1995,F,36.0,34.0,Dipodomys,merriami,Rodent,Control
1997,F,25.0,21.0,Chaetodipus,baileyi,Rodent,Spectab exclosure
2001,M,22.0,22.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1997,M,21.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1988,M,36.0,48.0,Dipodomys,merriami,Rodent,Control
1977,M,35.0,33.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
2000,M,26.0,27.0,Chaetodipus,baileyi,Rodent,Control
1996,M,23.0,23.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1997,M,16.0,9.0,Perognathus,flavus,Rodent,Control
1994,F,17.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1980,F,,114.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1998,M,35.0,53.0,Dipodomys,ordii,Rodent,Control
1977,M,37.0,46.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1988,F,21.0,30.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
1997,M,35.0,49.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1987,M,34.0,50.0,Dipodomys,merriami,Rodent,Control
1979,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
1988,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure
1997,F,22.0,14.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1985,F,34.0,22.0,Dipodomys,merriami,Rodent,Control
2002,F,36.0,50.0,Dipodomys,merriami,Rodent,Control
1980,M,,37.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
1981,M,37.0,45.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1992,F,18.0,17.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1996,M,35.0,52.0,Dipodomys,ordii,Rodent,Control
1978,F,36.0,37.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1992,not reported,20.0,37.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
2001,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
1995,F,15.0,6.0,Perognathus,flavus,Rodent,Control
2002,F,27.0,35.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1980,M,,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1990,M,36.0,34.0,Dipodomys,merriami,Rodent,Control
1991,F,33.0,49.0,Dipodomys,merriami,Rodent,Spectab exclosure
1992,M,39.0,50.0,Dipodomys,merriami,Rodent,Control
1992,M,35.0,45.0,Dipodomys,merriami,Rodent,Control
1997,F,32.0,138.0,Neotoma,albigula,Rodent,Control
1988,M,32.0,226.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
1980,M,36.0,51.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
2000,F,34.0,44.0,Dipodomys,merriami,Rodent,Control
1993,F,37.0,54.0,Dipodomys,merriami,Rodent,Control
2000,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Control
1985,F,36.0,67.0,Dipodomys,ordii,Rodent,Spectab exclosure
1990,F,21.0,19.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1987,M,37.0,50.0,Dipodomys,merriami,Rodent,Control
1984,M,35.0,,Dipodomys,merriami,Rodent,Control
1997,M,16.0,13.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1982,M,35.0,51.0,Dipodomys,ordii,Rodent,Rodent Exclosure
1985,M,37.0,39.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1978,F,33.0,36.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1981,F,37.0,54.0,Dipodomys,ordii,Rodent,Control
1983,M,50.0,130.0,Dipodomys,spectabilis,Rodent,Control
1984,F,16.0,14.0,Reithrodontomys,megalotis,Rodent,Control
1993,F,14.0,6.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1984,F,38.0,39.0,Dipodomys,merriami,Rodent,Spectab exclosure
1987,M,36.0,48.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1981,F,35.0,32.0,Dipodomys,merriami,Rodent,Control
1997,M,37.0,40.0,Dipodomys,merriami,Rodent,Control
1982,M,,115.0,Dipodomys,spectabilis,Rodent,Control
1992,M,36.0,42.0,Dipodomys,merriami,Rodent,Control
1985,F,48.0,106.0,Dipodomys,spectabilis,Rodent,Control
1995,F,16.0,12.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1997,F,22.0,23.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1998,M,21.0,22.0,Peromyscus,leucopus,Rodent,Long-term Krat Exclosure
2002,M,26.0,37.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
2000,F,36.0,46.0,Dipodomys,merriami,Rodent,Control
1997,F,26.0,42.0,Chaetodipus,baileyi,Rodent,Spectab exclosure
1997,F,36.0,46.0,Dipodomys,merriami,Rodent,Control
1996,M,38.0,46.0,Dipodomys,ordii,Rodent,Spectab exclosure
1985,F,34.0,34.0,Dipodomys,merriami,Rodent,Control
1984,M,34.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure
1979,M,52.0,,Dipodomys,spectabilis,Rodent,Spectab exclosure
1982,F,19.0,23.0,Peromyscus,eremicus,Rodent,Control
1980,M,53.0,138.0,Dipodomys,spectabilis,Rodent,Control
1988,M,21.0,24.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1998,F,26.0,33.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1992,M,36.0,,Dipodomys,ordii,Rodent,Spectab exclosure
1998,M,35.0,43.0,Dipodomys,ordii,Rodent,Spectab exclosure
1993,M,16.0,7.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1997,M,35.0,40.0,Dipodomys,ordii,Rodent,Control
1985,F,34.0,41.0,Dipodomys,merriami,Rodent,Control
1977,M,,38.0,Dipodomys,merriami,Rodent,Spectab exclosure
1980,M,34.0,47.0,Dipodomys,merriami,Rodent,Control
1997,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
1997,F,34.0,42.0,Dipodomys,merriami,Rodent,Control
2000,F,26.0,35.0,Chaetodipus,baileyi,Rodent,Spectab exclosure
1981,F,34.0,41.0,Dipodomys,merriami,Rodent,Control
1987,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Control
1988,M,19.0,17.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1989,F,37.0,44.0,Dipodomys,merriami,Rodent,Spectab exclosure
1978,F,21.0,30.0,Onychomys,torridus,Rodent,Control
2002,F,26.0,36.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1996,F,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1984,M,19.0,17.0,Onychomys,torridus,Rodent,Rodent Exclosure
1984,M,36.0,47.0,Dipodomys,merriami,Rodent,Control
1989,M,,46.0,Dipodomys,merriami,Rodent,Control
1997,F,36.0,48.0,Dipodomys,ordii,Rodent,Control
1981,F,,46.0,Dipodomys,merriami,Rodent,Control
1992,M,34.0,35.0,Dipodomys,merriami,Rodent,Control
1997,M,21.0,28.0,Onychomys,torridus,Rodent,Control
1986,F,35.0,69.0,Dipodomys,ordii,Rodent,Control
1996,M,21.0,23.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1980,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
1990,F,36.0,43.0,Dipodomys,ordii,Rodent,Control
1978,M,36.0,40.0,Dipodomys,merriami,Rodent,Control
1996,F,37.0,43.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
2001,F,27.0,26.0,Chaetodipus,baileyi,Rodent,Spectab exclosure
1991,M,21.0,15.0,Chaetodipus,penicillatus,Rodent,Control
1983,F,35.0,37.0,Dipodomys,merriami,Rodent,Control
1991,M,30.0,126.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
1994,M,35.0,46.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1980,M,,21.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1982,F,22.0,29.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1998,F,35.0,41.0,Dipodomys,merriami,Rodent,Control
1989,F,21.0,26.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1995,F,22.0,14.0,Chaetodipus,penicillatus,Rodent,Control
1996,M,37.0,44.0,Dipodomys,merriami,Rodent,Control
2002,M,28.0,45.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1993,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
2002,F,36.0,44.0,Dipodomys,merriami,Rodent,Control
1997,F,16.0,8.0,Perognathus,flavus,Rodent,Spectab exclosure
2001,F,35.0,96.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1978,F,15.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1983,F,36.0,39.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1998,not reported,,,Ammospermophilus,harrisi,Rodent,Short-term Krat Exclosure
2001,F,22.0,15.0,Chaetodipus,penicillatus,Rodent,Control
1997,F,21.0,38.0,Onychomys,leucogaster,Rodent,Spectab exclosure
1982,F,19.0,36.0,Onychomys,leucogaster,Rodent,Spectab exclosure
1986,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
1982,F,35.0,43.0,Dipodomys,merriami,Rodent,Control
1985,M,36.0,50.0,Dipodomys,ordii,Rodent,Spectab exclosure
1998,M,20.0,24.0,Onychomys,torridus,Rodent,Control
1986,F,50.0,127.0,Dipodomys,spectabilis,Rodent,Control
1990,F,24.0,16.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1988,M,38.0,,Dipodomys,ordii,Rodent,Spectab exclosure
1997,M,37.0,57.0,Dipodomys,merriami,Rodent,Control
2001,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1989,M,37.0,34.0,Dipodomys,merriami,Rodent,Control
1998,F,19.0,26.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1988,F,20.0,25.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure
1996,M,36.0,45.0,Dipodomys,ordii,Rodent,Spectab exclosure
1994,M,37.0,44.0,Dipodomys,merriami,Rodent,Control
2001,M,27.0,40.0,Chaetodipus,baileyi,Rodent,Control
1989,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
2002,not reported,,,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1997,M,21.0,23.0,Onychomys,torridus,Rodent,Control
1986,M,49.0,119.0,Dipodomys,spectabilis,Rodent,Control
1997,M,36.0,49.0,Dipodomys,merriami,Rodent,Spectab exclosure
1982,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
1990,not reported,,,Dipodomys,merriami,Rodent,Spectab exclosure
1998,F,35.0,46.0,Dipodomys,merriami,Rodent,Control
1997,M,35.0,45.0,Dipodomys,merriami,Rodent,Control
1979,M,52.0,135.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1987,F,20.0,25.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
1977,F,36.0,,Dipodomys,merriami,Rodent,Control
1997,F,36.0,44.0,Dipodomys,merriami,Rodent,Control
2001,F,27.0,29.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1997,F,20.0,29.0,Onychomys,torridus,Rodent,Rodent Exclosure
1982,F,16.0,7.0,Perognathus,flavus,Rodent,Rodent Exclosure
1990,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
2000,F,25.0,31.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1995,M,,,Dipodomys,merriami,Rodent,Control
1983,M,37.0,39.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
1986,F,33.0,55.0,Dipodomys,ordii,Rodent,Control
1979,F,20.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1981,M,34.0,137.0,Neotoma,albigula,Rodent,Rodent Exclosure
1988,F,18.0,15.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1995,F,22.0,14.0,Chaetodipus,penicillatus,Rodent,Control
1997,M,32.0,117.0,Neotoma,albigula,Rodent,Rodent Exclosure
1995,M,34.0,50.0,Dipodomys,merriami,Rodent,Control
1990,F,20.0,23.0,Onychomys,torridus,Rodent,Control
1997,M,20.0,23.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1982,F,37.0,48.0,Dipodomys,ordii,Rodent,Spectab exclosure
1997,not reported,,,Spermophilus,spilosoma,Rodent,Long-term Krat Exclosure
1990,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1997,M,35.0,31.0,Dipodomys,merriami,Rodent,Control
1987,F,36.0,42.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1997,M,31.0,94.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1978,M,15.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1988,M,32.0,26.0,Dipodomys,merriami,Rodent,Control
1987,M,36.0,44.0,Dipodomys,merriami,Rodent,Control
1991,M,36.0,45.0,Dipodomys,merriami,Rodent,Control
1994,F,36.0,43.0,Dipodomys,merriami,Rodent,Spectab exclosure
1998,M,,25.0,Dipodomys,merriami,Rodent,Control
1995,M,36.0,44.0,Dipodomys,merriami,Rodent,Spectab exclosure
2002,F,20.0,20.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1991,M,34.0,46.0,Dipodomys,merriami,Rodent,Control
1987,F,34.0,66.0,Dipodomys,ordii,Rodent,Spectab exclosure
1979,M,,50.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1987,M,19.0,19.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
1987,F,14.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1989,M,31.0,81.0,Sigmodon,hispidus,Rodent,Control
1984,F,35.0,34.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1988,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1996,F,16.0,7.0,Perognathus,flavus,Rodent,Control
1985,M,34.0,52.0,Dipodomys,ordii,Rodent,Control
1988,M,37.0,50.0,Dipodomys,merriami,Rodent,Control
1978,F,20.0,24.0,Onychomys,torridus,Rodent,Control
1985,F,17.0,19.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
1992,F,17.0,15.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1989,M,17.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1997,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1979,M,36.0,45.0,Dipodomys,merriami,Rodent,Control
1982,M,34.0,44.0,Dipodomys,merriami,Rodent,Control
1982,M,34.0,38.0,Dipodomys,merriami,Rodent,Control
1987,F,,13.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
2002,F,22.0,11.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1997,F,22.0,21.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1985,F,35.0,35.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1980,M,36.0,54.0,Dipodomys,merriami,Rodent,Spectab exclosure
1997,M,36.0,49.0,Dipodomys,ordii,Rodent,Spectab exclosure
2001,F,27.0,32.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1992,F,50.0,114.0,Dipodomys,spectabilis,Rodent,Control
1997,M,20.0,23.0,Peromyscus,maniculatus,Rodent,Spectab exclosure
1985,M,35.0,50.0,Dipodomys,ordii,Rodent,Control
1994,F,20.0,13.0,Chaetodipus,penicillatus,Rodent,Control
1995,M,20.0,16.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1983,M,20.0,13.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1997,M,37.0,37.0,Dipodomys,ordii,Rodent,Control
1996,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
2001,F,25.0,28.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1990,M,37.0,49.0,Dipodomys,merriami,Rodent,Control
1986,F,37.0,32.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1977,M,15.0,6.0,Perognathus,flavus,Rodent,Control
1982,F,37.0,46.0,Dipodomys,merriami,Rodent,Control
1988,M,37.0,54.0,Dipodomys,ordii,Rodent,Control
1985,F,34.0,40.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1978,F,34.0,41.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1987,F,36.0,30.0,Dipodomys,merriami,Rodent,Control
1991,F,25.0,29.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1998,M,37.0,58.0,Dipodomys,ordii,Rodent,Spectab exclosure
1990,F,37.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure
1994,M,29.0,12.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1985,M,35.0,50.0,Dipodomys,ordii,Rodent,Control
1999,F,37.0,35.0,Dipodomys,merriami,Rodent,Control
1983,F,17.0,13.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1990,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
1981,F,19.0,31.0,Onychomys,leucogaster,Rodent,Control
1981,F,34.0,51.0,Dipodomys,merriami,Rodent,Control
1991,F,19.0,19.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2001,M,28.0,50.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1981,M,53.0,144.0,Dipodomys,spectabilis,Rodent,Control
1995,M,22.0,20.0,Chaetodipus,penicillatus,Rodent,Control
1978,M,36.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
2000,F,36.0,45.0,Dipodomys,merriami,Rodent,Spectab exclosure
1987,F,50.0,164.0,Dipodomys,spectabilis,Rodent,Control
1987,not reported,,,Ammospermophilus,harrisi,Rodent,Spectab exclosure
1997,M,27.0,25.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1987,M,16.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1997,M,35.0,46.0,Dipodomys,merriami,Rodent,Control
1999,M,22.0,24.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1980,F,46.0,115.0,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
1991,F,19.0,26.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1996,M,28.0,30.0,Chaetodipus,baileyi,Rodent,Control
1978,M,47.0,70.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
2001,M,22.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1995,F,15.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1981,M,,49.0,Dipodomys,merriami,Rodent,Control
2001,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1978,M,38.0,45.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1989,M,37.0,50.0,Dipodomys,merriami,Rodent,Spectab exclosure
2001,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
1997,F,22.0,20.0,Chaetodipus,penicillatus,Rodent,Control
2002,F,26.0,32.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1996,M,16.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1980,M,14.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1981,M,,136.0,Dipodomys,spectabilis,Rodent,Control
1993,F,20.0,12.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1981,M,,45.0,Dipodomys,ordii,Rodent,Rodent Exclosure
2002,M,20.0,27.0,Onychomys,torridus,Rodent,Control
1985,F,33.0,52.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
2001,M,30.0,109.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1980,F,19.0,26.0,Onychomys,leucogaster,Rodent,Rodent Exclosure
2002,F,20.0,,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1983,F,50.0,111.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1990,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure
1990,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1980,M,,42.0,Dipodomys,merriami,Rodent,Control
1998,F,26.0,28.0,Chaetodipus,baileyi,Rodent,Control
2000,M,20.0,14.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1988,F,15.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
2002,M,22.0,21.0,Chaetodipus,penicillatus,Rodent,Control
1997,F,28.0,30.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1987,F,32.0,120.0,Neotoma,albigula,Rodent,Control
1983,M,21.0,34.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1992,F,21.0,15.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
2000,F,25.0,37.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1990,M,,38.0,Dipodomys,merriami,Rodent,Control
2000,F,22.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1982,F,51.0,118.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1992,M,21.0,20.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
1982,M,35.0,41.0,Dipodomys,merriami,Rodent,Control
1988,M,36.0,45.0,Dipodomys,merriami,Rodent,Control
1994,M,35.0,43.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1997,F,36.0,48.0,Dipodomys,merriami,Rodent,Control
1981,not reported,,,Sylvilagus,audubonii,Rabbit,Control
1982,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1983,M,32.0,239.0,Neotoma,albigula,Rodent,Control
1986,F,36.0,50.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1996,F,36.0,41.0,Dipodomys,merriami,Rodent,Control
1978,not reported,,,Sylvilagus,audubonii,Rabbit,Spectab exclosure
1988,F,21.0,26.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1991,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1979,F,,41.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1991,F,12.0,14.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1997,F,35.0,28.0,Dipodomys,merriami,Rodent,Spectab exclosure
1992,M,21.0,38.0,Onychomys,leucogaster,Rodent,Spectab exclosure
1988,F,22.0,27.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
1983,M,49.0,120.0,Dipodomys,spectabilis,Rodent,Control
2002,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1986,F,19.0,27.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1988,not reported,,,Spermophilus,spilosoma,Rodent,Control
1988,M,15.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1999,M,26.0,24.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1985,F,17.0,6.0,Reithrodontomys,megalotis,Rodent,Control
2002,M,37.0,48.0,Dipodomys,merriami,Rodent,Spectab exclosure
2002,F,22.0,19.0,Chaetodipus,penicillatus,Rodent,Control
2000,M,35.0,50.0,Dipodomys,ordii,Rodent,Control
1985,F,31.0,119.0,Neotoma,albigula,Rodent,Control
1983,M,20.0,28.0,Onychomys,torridus,Rodent,Control
1999,M,33.0,46.0,Dipodomys,ordii,Rodent,Control
1996,F,15.0,13.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1984,F,22.0,38.0,Onychomys,leucogaster,Rodent,Control
1983,M,33.0,235.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1998,M,21.0,,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1991,M,37.0,51.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
1996,M,38.0,48.0,Dipodomys,ordii,Rodent,Control
2001,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1987,M,36.0,41.0,Dipodomys,merriami,Rodent,Spectab exclosure
1994,not reported,,,Ammospermophilus,harrisi,Rodent,Rodent Exclosure
1992,not reported,,,Ammospermophilus,harrisi,Rodent,Rodent Exclosure
2001,M,38.0,54.0,Dipodomys,merriami,Rodent,Spectab exclosure
1991,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
2001,F,20.0,18.0,Onychomys,torridus,Rodent,Spectab exclosure
1996,F,16.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1984,F,36.0,41.0,Dipodomys,merriami,Rodent,Control
1998,M,26.0,40.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1987,F,18.0,29.0,Onychomys,leucogaster,Rodent,Control
1997,F,20.0,10.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1980,F,15.0,7.0,Perognathus,flavus,Rodent,Control
1981,not reported,,,Sylvilagus,audubonii,Rabbit,Rodent Exclosure
2002,M,27.0,47.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1978,F,,39.0,Dipodomys,merriami,Rodent,Control
2002,F,27.0,39.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1993,F,20.0,27.0,Onychomys,leucogaster,Rodent,Spectab exclosure
1993,M,34.0,,Dipodomys,merriami,Rodent,Control
1990,M,36.0,48.0,Dipodomys,merriami,Rodent,Spectab exclosure
1999,M,20.0,13.0,Chaetodipus,penicillatus,Rodent,Control
1983,F,35.0,56.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1978,M,34.0,,Dipodomys,merriami,Rodent,Control
1999,F,26.0,27.0,Chaetodipus,baileyi,Rodent,Control
2002,M,38.0,52.0,Dipodomys,ordii,Rodent,Control
1986,F,36.0,60.0,Dipodomys,ordii,Rodent,Control
2002,M,47.0,27.0,Chaetodipus,baileyi,Rodent,Control
1988,M,51.0,128.0,Dipodomys,spectabilis,Rodent,Control
1992,F,38.0,46.0,Dipodomys,merriami,Rodent,Control
1980,M,,131.0,Dipodomys,spectabilis,Rodent,Control
1996,M,23.0,19.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1997,F,20.0,21.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1995,M,34.0,53.0,Dipodomys,merriami,Rodent,Spectab exclosure
1983,F,37.0,41.0,Dipodomys,merriami,Rodent,Control
1995,F,22.0,22.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
2002,M,23.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2001,F,26.0,25.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1988,F,19.0,12.0,Reithrodontomys,fulvescens,Rodent,Long-term Krat Exclosure
